AwayEFG,AwayFT/FGA,AwayORB,AwayScore,AwayTOV,HomeEFG,HomeFT/FGA,HomeORB,HomeScore,HomeTOV,pace,url
0.589,0.137,26.7,125,8.8,0.375,0.19,27.1,94,8.3,100.7,http://www.basketball-reference.com/boxscores/201601200CHI.html
0.467,0.099,21.3,94,15.1,0.459,0.175,17.6,106,9.3,93.8,http://www.basketball-reference.com/boxscores/201601200DAL.html
0.55,0.438,27.5,123,8.6,0.516,0.168,22.4,114,11.2,102,http://www.basketball-reference.com/boxscores/201601200HOU.html
0.517,0.225,34.1,112,12.1,0.378,0.278,21.4,93,8,97.8,http://www.basketball-reference.com/boxscores/201601200LAL.html
0.5,0.291,35,111,10.7,0.561,0.189,31.6,118,8.4,83.2,http://www.basketball-reference.com/boxscores/201601200NYK.html
0.475,0.222,14,95,15.1,0.524,0.265,33.3,109,17.2,98.8,http://www.basketball-reference.com/boxscores/201601200OKC.html
0.547,0.203,10.5,96,14.4,0.417,0.202,26,87,12.8,93.2,http://www.basketball-reference.com/boxscores/201601200ORL.html
0.506,0.184,21.3,104,11.8,0.484,0.074,28.3,98,10.8,96.3,http://www.basketball-reference.com/boxscores/201601200POR.html
0.576,0.129,22.2,109,13.3,0.62,0.145,26.5,115,12.6,93.7,http://www.basketball-reference.com/boxscores/201601200TOR.html
0.537,0.206,23.3,87,20.9,0.552,0.128,31.4,106,9.8,86.9,http://www.basketball-reference.com/boxscores/201601200WAS.html
0.488,0.3,19.5,102,8.6,0.584,0.217,34.1,115,12.2,92.4,http://www.basketball-reference.com/boxscores/201601210CLE.html
0.542,0.333,11.8,102,12.4,0.506,0.25,23.3,101,9.9,90.3,http://www.basketball-reference.com/boxscores/201601210DEN.html
0.456,0.176,35.3,99,13.1,0.564,0.209,29.7,115,8.7,91.7,http://www.basketball-reference.com/boxscores/201601210NOP.html
0.541,0.279,22.7,117,7.5,0.432,0.235,21.4,89,12.5,93.2,http://www.basketball-reference.com/boxscores/201601210PHO.html
0.464,0.119,15.2,88,17.3,0.397,0.196,32.7,91,15.6,100.5,http://www.basketball-reference.com/boxscores/201601210SAC.html
0.444,0.247,33.3,101,16.6,0.49,0.167,31.4,110,10.2,99.9,http://www.basketball-reference.com/boxscores/201601220BOS.html
0.633,0.173,33.3,108,14.6,0.48,0.187,16.2,86,11.7,84.7,http://www.basketball-reference.com/boxscores/201601220BRK.html
0.538,0.121,39.5,109,12.5,0.517,0.184,18.9,106,7.8,92.1,http://www.basketball-reference.com/boxscores/201601220DAL.html
0.479,0.2,29.4,110,10.8,0.556,0.244,32.6,122,14.4,101.7,http://www.basketball-reference.com/boxscores/201601220GSW.html
0.476,0.2,34.1,98,13.7,0.484,0.117,30.6,102,9.8,92.5,http://www.basketball-reference.com/boxscores/201601220HOU.html
0.571,0.129,17.5,108,6.2,0.488,0.155,30,95,10.7,87.9,http://www.basketball-reference.com/boxscores/201601220LAL.html
0.651,0.224,9.1,116,9.4,0.412,0.212,26.7,88,15.3,93.3,http://www.basketball-reference.com/boxscores/201601220NYK.html
0.495,0.198,25.5,120,7.5,0.555,0.165,17.1,116,16.1,96.3,http://www.basketball-reference.com/boxscores/201601220ORL.html
0.432,0.136,28.6,81,11.9,0.553,0.24,17.6,101,12.5,86.5,http://www.basketball-reference.com/boxscores/201601220TOR.html
0.422,0.247,17.4,84,13.3,0.396,0.39,20.4,97,10.1,95.4,http://www.basketball-reference.com/boxscores/201601230CHO.html
0.477,0.149,28.9,96,7,0.394,0.096,28.6,83,3.7,86.8,http://www.basketball-reference.com/boxscores/201601230CLE.html
0.542,0.119,27.5,101,14.8,0.513,0.308,7,104,8.1,94.6,http://www.basketball-reference.com/boxscores/201601230DEN.html
0.525,0.228,25,101,12.8,0.537,0.485,25,106,15.2,88.9,http://www.basketball-reference.com/boxscores/201601230MIN.html
0.568,0.203,17.1,99,18,0.548,0.138,24.5,116,7.3,94.1,http://www.basketball-reference.com/boxscores/201601230NOP.html
0.476,0.179,22.9,95,14.8,0.459,0.235,31.9,98,15,95,http://www.basketball-reference.com/boxscores/201601230PHO.html
0.543,0.406,12.5,103,17.8,0.559,0.183,35,121,7.2,93.8,http://www.basketball-reference.com/boxscores/201601230POR.html
0.459,0.209,18.8,97,9.3,0.476,0.318,28.9,108,12.2,97.4,http://www.basketball-reference.com/boxscores/201601230SAC.html
0.505,0.129,31.1,106,12.1,0.521,0.191,36,116,9.5,97,http://www.basketball-reference.com/boxscores/201601240BRK.html
0.551,0.215,20.5,104,13.6,0.567,0.157,24.3,115,6.7,92.4,http://www.basketball-reference.com/boxscores/201601240HOU.html
0.5,0.155,30.6,112,13.2,0.438,0.157,26.5,92,19,103.8,http://www.basketball-reference.com/boxscores/201601240PHI.html
0.5,0.237,16.3,94,12.7,0.566,0.217,22.9,112,13.7,95.9,http://www.basketball-reference.com/boxscores/201601240TOR.html
0.475,0.148,14,89,11.1,0.426,0.102,23.1,84,12.2,92.5,http://www.basketball-reference.com/boxscores/201601250CHI.html
0.512,0.25,20.5,107,9.6,0.567,0.146,28.6,114,13.3,96.2,http://www.basketball-reference.com/boxscores/201601250CLE.html
0.552,0.279,24.4,119,12.6,0.429,0.393,27.3,105,13,99,http://www.basketball-reference.com/boxscores/201601250DEN.html
0.453,0.311,20.5,90,22.2,0.582,0.247,25.6,120,17.9,103.4,http://www.basketball-reference.com/boxscores/201601250GSW.html
0.523,0.14,18.2,102,17.1,0.46,0.16,32.1,108,8.3,91.5,http://www.basketball-reference.com/boxscores/201601250MEM.html
0.594,0.213,17.1,112,12.7,0.533,0.154,34,111,10.5,94.4,http://www.basketball-reference.com/boxscores/201601250NOP.html
0.491,0.191,25.4,129,6.9,0.566,0.275,23.1,128,17.3,93.8,http://www.basketball-reference.com/boxscores/201601250SAC.html
0.527,0.213,15.9,95,10,0.453,0.176,25.5,92,12.3,91.2,http://www.basketball-reference.com/boxscores/201601250UTA.html
0.539,0.211,17.1,116,9.1,0.473,0.267,12.2,91,18.5,101.1,http://www.basketball-reference.com/boxscores/201601250WAS.html
0.56,0.108,14.7,102,12.1,0.57,0.239,8.6,98,16.5,93,http://www.basketball-reference.com/boxscores/201601260BRK.html
0.506,0.154,20,91,14.5,0.452,0.169,25.5,89,15.4,94.6,http://www.basketball-reference.com/boxscores/201601260IND.html
0.474,0.263,11.4,92,6.4,0.453,0.311,21.1,90,12.2,87.2,http://www.basketball-reference.com/boxscores/201601260LAL.html
0.494,0.263,26.1,100,10.6,0.526,0.338,28.9,107,11.7,89.4,http://www.basketball-reference.com/boxscores/201601260MIL.html
0.52,0.253,32.7,128,10.4,0.521,0.242,17.3,122,7.7,95.8,http://www.basketball-reference.com/boxscores/201601260NYK.html
0.506,0.229,23.3,103,15.1,0.549,0.296,18.6,113,10.2,99.1,http://www.basketball-reference.com/boxscores/201601260PHI.html
0.459,0.209,20.8,97,11.5,0.539,0.167,22.2,112,10.9,99.7,http://www.basketball-reference.com/boxscores/201601260POR.html
0.436,0.269,15.9,89,10.9,0.513,0.316,28.2,106,13.9,92.9,http://www.basketball-reference.com/boxscores/201601260TOR.html
0.418,0.165,18,85,10.5,0.481,0.089,17.8,83,20.5,96.1,http://www.basketball-reference.com/boxscores/201601270ATL.html
0.47,0.286,29.2,103,16.9,0.474,0.208,26.4,111,9.4,101.4,http://www.basketball-reference.com/boxscores/201601270BOS.html
0.529,0.271,30.8,93,21.4,0.623,0.173,31.3,115,12.9,89.1,http://www.basketball-reference.com/boxscores/201601270CLE.html
0.518,0.146,23.1,97,15.2,0.456,0.297,42,110,8.5,93.5,http://www.basketball-reference.com/boxscores/201601270DET.html
0.569,0.092,19.5,107,9.8,0.667,0.235,21.2,127,9.1,91.8,http://www.basketball-reference.com/boxscores/201601270GSW.html
0.582,0.22,39.5,126,10.7,0.583,0.2,27.3,123,7.3,95.4,http://www.basketball-reference.com/boxscores/201601270MIN.html
0.438,0.479,24.5,99,13.5,0.622,0.2,30,130,11.6,97.8,http://www.basketball-reference.com/boxscores/201601270SAS.html
0.412,0.25,11.6,73,18.9,0.568,0.123,18.9,102,10.2,88.9,http://www.basketball-reference.com/boxscores/201601270UTA.html
0.44,0.229,11.4,92,13.2,0.545,0.333,27,111,14.9,96.9,http://www.basketball-reference.com/boxscores/201601280IND.html
0.526,0.147,28.6,114,8.9,0.429,0.212,22,91,12.8,96.2,http://www.basketball-reference.com/boxscores/201601280LAL.html
0.373,0.304,36.4,83,13.3,0.538,0.213,23.1,103,11,86.5,http://www.basketball-reference.com/boxscores/201601280MEM.html
0.506,0.169,10.3,105,11.7,0.49,0.184,25,114,11.4,105.8,http://www.basketball-reference.com/boxscores/201601280NOP.html
0.477,0.115,25.5,93,8.6,0.482,0.247,34.9,103,9.3,89.6,http://www.basketball-reference.com/boxscores/201601280TOR.html
0.562,0.321,19.4,117,13.6,0.506,0.273,27.3,113,12.2,100.3,http://www.basketball-reference.com/boxscores/201601280WAS.html
0.449,0.291,19.1,94,14.8,0.558,0.198,20,113,11.2,97.1,http://www.basketball-reference.com/boxscores/201601290BOS.html
0.385,0.244,20.4,79,10.2,0.513,0.113,22.7,91,12.2,86.9,http://www.basketball-reference.com/boxscores/201601290DAL.html
0.524,0.325,25,114,6.8,0.518,0.226,19.6,106,8.6,92,http://www.basketball-reference.com/boxscores/201601290DET.html
0.468,0.256,25,93,16,0.543,0.21,11.9,105,8,93.3,http://www.basketball-reference.com/boxscores/201601290LAC.html
0.547,0.351,22.9,107,16.2,0.488,0.313,33.3,103,17.1,95,http://www.basketball-reference.com/boxscores/201601290MIL.html
0.453,0.082,23.5,84,15.1,0.47,0.274,22.2,102,7.7,92.1,http://www.basketball-reference.com/boxscores/201601290NYK.html
0.426,0.284,19.3,108,8.1,0.523,0.302,27.5,116,15.4,106.4,http://www.basketball-reference.com/boxscores/201601290OKC.html
0.45,0.238,26.9,91,14.8,0.527,0.13,28.3,109,10,94.1,http://www.basketball-reference.com/boxscores/201601290POR.html
0.48,0.24,30.2,90,13.9,0.592,0.171,28.6,103,13.5,85.4,http://www.basketball-reference.com/boxscores/201601290UTA.html
0.531,0.21,19.5,103,6.2,0.604,0.22,29.4,117,9,87.3,http://www.basketball-reference.com/boxscores/201601300CLE.html
0.587,0.256,20.6,123,10.8,0.576,0.267,20.8,122,9,100.1,http://www.basketball-reference.com/boxscores/201601300HOU.html
0.483,0.241,18.6,105,16.2,0.485,0.12,27.5,109,12.3,95.8,http://www.basketball-reference.com/boxscores/201601300IND.html
0.462,0.348,37.5,117,14.9,0.57,0.392,5.7,121,12,104.5,http://www.basketball-reference.com/boxscores/201601300MEM.html
0.53,0.167,22.7,103,9.6,0.522,0.086,29.2,105,8.5,91.4,http://www.basketball-reference.com/boxscores/201601300NOP.html
0.563,0.011,27.3,108,19.3,0.511,0.12,15.1,105,9,103.6,http://www.basketball-reference.com/boxscores/201601300PHI.html
0.5,0.23,23.8,107,9.7,0.487,0.449,31,111,11.6,97.6,http://www.basketball-reference.com/boxscores/201601300TOR.html
0.399,0.257,27.5,78,18.3,0.449,0.269,28.3,91,13.7,87.9,http://www.basketball-reference.com/boxscores/201601310DAL.html
0.457,0.086,22,93,8.4,0.637,0.155,18.4,120,10.6,94.4,http://www.basketball-reference.com/boxscores/201601310LAC.html
0.443,0.167,26.9,101,8.5,0.388,0.25,8.2,82,14.3,99.3,http://www.basketball-reference.com/boxscores/201601310LAL.html
0.421,0.4,5.1,87,16.8,0.512,0.272,25.6,105,16.3,97.7,http://www.basketball-reference.com/boxscores/201601310MIA.html
0.685,0.219,9.4,116,17.8,0.4,0.256,22.6,95,9.8,97.3,http://www.basketball-reference.com/boxscores/201601310NYK.html
0.505,0.215,25.5,114,8.8,0.598,0.256,30,119,13.3,98.5,http://www.basketball-reference.com/boxscores/201601310ORL.html
0.463,0.238,34.1,93,14.8,0.461,0.342,19,96,12.7,91.4,http://www.basketball-reference.com/boxscores/201601310POR.html
0.406,0.329,18.2,97,5.6,0.613,0.175,15.6,112,14.5,96,http://www.basketball-reference.com/boxscores/201602010ATL.html
0.48,0.112,37.3,105,7.9,0.53,0.159,18.9,100,11,90.8,http://www.basketball-reference.com/boxscores/201602010BRK.html
0.423,0.346,17.6,93,11.2,0.602,0.145,21.2,112,17.5,97.9,http://www.basketball-reference.com/boxscores/201602010DEN.html
0.54,0.182,27,111,14,0.465,0.119,32.7,106,13,91.8,http://www.basketball-reference.com/boxscores/201602010IND.html
0.669,0.211,11.5,110,15.1,0.466,0.148,27.5,95,8.5,89.4,http://www.basketball-reference.com/boxscores/201602010NOP.html
0.506,0.128,4.9,98,12.3,0.56,0.253,35.9,114,15.9,99.5,http://www.basketball-reference.com/boxscores/201602010OKC.html
0.548,0.143,22.2,104,14.1,0.506,0.279,40,111,13.9,94.8,http://www.basketball-reference.com/boxscores/201602010SAC.html
0.432,0.094,33.9,92,13.7,0.571,0.231,13.5,107,13,94.8,http://www.basketball-reference.com/boxscores/201602010SAS.html
0.461,0.144,16.7,96,12.4,0.488,0.259,22.7,105,12.3,92.2,http://www.basketball-reference.com/boxscores/201602010UTA.html
0.482,0.235,29.5,102,14.9,0.619,0.131,7.3,115,10.8,98.1,http://www.basketball-reference.com/boxscores/201602020HOU.html
0.6,0.238,25,115,14.2,0.575,0.338,21.9,119,8.6,94.8,http://www.basketball-reference.com/boxscores/201602020LAL.html
0.461,0.156,26.1,97,9.3,0.415,0.256,32.7,89,14.5,92.1,http://www.basketball-reference.com/boxscores/201602020NYK.html
0.534,0.338,21.1,104,12,0.544,0.139,22.9,97,15.7,90.4,http://www.basketball-reference.com/boxscores/201602020PHO.html
0.471,0.163,23.5,95,11.9,0.524,0.212,24.4,107,13.5,97.3,http://www.basketball-reference.com/boxscores/201602020POR.html
0.441,0.235,17.3,95,14.1,0.474,0.115,13.3,102,9,102.9,http://www.basketball-reference.com/boxscores/201602030BOS.html
0.568,0.159,24.4,114,13.6,0.488,0.259,20.9,100,14.5,98.8,http://www.basketball-reference.com/boxscores/201602030BRK.html
0.518,0.133,7.3,97,7.3,0.551,0.241,30.6,106,13.6,90.6,http://www.basketball-reference.com/boxscores/201602030CHO.html
0.432,0.193,22.4,93,6.7,0.437,0.161,15.7,90,4,90.8,http://www.basketball-reference.com/boxscores/201602030DAL.html
0.558,0.286,29.4,108,14.5,0.513,0.333,25.6,102,12.6,90.3,http://www.basketball-reference.com/boxscores/201602030LAC.html
0.547,0.105,27.9,114,8.2,0.522,0.215,41.3,117,11.1,94.4,http://www.basketball-reference.com/boxscores/201602030OKC.html
0.576,0.196,25.6,124,14.9,0.452,0.119,12.8,86,20.3,106.9,http://www.basketball-reference.com/boxscores/201602030PHI.html
0.517,0.182,21.7,107,14.9,0.511,0.136,18.8,102,14.2,102.3,http://www.basketball-reference.com/boxscores/201602030SAC.html
0.472,0.133,25.6,97,14.3,0.574,0.21,10.5,110,13.6,98,http://www.basketball-reference.com/boxscores/201602030SAS.html
0.4,0.357,23.1,81,14.2,0.48,0.189,20,85,14.5,86.8,http://www.basketball-reference.com/boxscores/201602030UTA.html
0.634,0.172,24.4,134,14.5,0.549,0.231,9.5,121,11.1,111.3,http://www.basketball-reference.com/boxscores/201602030WAS.html
0.464,0.321,17.4,105,8.3,0.563,0.278,10.3,111,12.2,99.3,http://www.basketball-reference.com/boxscores/201602040DET.html
0.525,0.173,21.4,99,15.1,0.482,0.165,15.2,96,6.8,95.1,http://www.basketball-reference.com/boxscores/201602040NOP.html
0.517,0.256,33.3,111,13.8,0.452,0.361,36.7,105,19.8,98.5,http://www.basketball-reference.com/boxscores/201602040PHO.html
0.541,0.212,28.6,110,12.7,0.531,0.21,23.3,103,13.3,94.4,http://www.basketball-reference.com/boxscores/201602040POR.html
0.489,0.077,39.6,96,16.7,0.579,0.184,8.1,102,15,93.5,http://www.basketball-reference.com/boxscores/201602050ATL.html
0.551,0.236,12.5,119,10,0.663,0.163,29.7,128,18.5,101.9,http://www.basketball-reference.com/boxscores/201602050BRK.html
0.457,0.128,17.4,98,7.3,0.506,0.16,7,95,12,97.7,http://www.basketball-reference.com/boxscores/201602050CHO.html
0.472,0.239,25.6,104,13.2,0.471,0.241,28.3,103,12,99.6,http://www.basketball-reference.com/boxscores/201602050CLE.html
0.588,0.275,20.5,116,12.5,0.473,0.288,12.8,90,15,93.9,http://www.basketball-reference.com/boxscores/201602050DAL.html
0.489,0.204,23.9,110,8.7,0.483,0.356,31,115,8.6,99.9,http://www.basketball-reference.com/boxscores/201602050DEN.html
0.461,0.276,10.8,91,9.4,0.438,0.188,29.8,85,13.8,87.2,http://www.basketball-reference.com/boxscores/201602050NYK.html
0.595,0.257,17.6,107,20.7,0.444,0.259,22.4,93,16.2,98.8,http://www.basketball-reference.com/boxscores/201602050ORL.html
0.472,0.197,17.5,81,20,0.442,0.208,26.1,84,14.7,89.9,http://www.basketball-reference.com/boxscores/201602050UTA.html
0.477,0.126,14,94,13.9,0.56,0.143,22,106,12.3,97.9,http://www.basketball-reference.com/boxscores/201602050WAS.html
0.494,0.221,18.2,104,10.2,0.543,0.247,16.3,108,14,97.9,http://www.basketball-reference.com/boxscores/201602060CHO.html
0.42,0.126,25,84,7.8,0.511,0.078,25.6,99,11.4,89,http://www.basketball-reference.com/boxscores/201602060CLE.html
0.465,0.341,26.7,108,12.9,0.531,0.134,25.5,116,8.6,101.2,http://www.basketball-reference.com/boxscores/201602060GSW.html
0.466,0.172,39.2,96,17.8,0.37,0.286,26.1,79,20.3,96.4,http://www.basketball-reference.com/boxscores/201602060HOU.html
0.557,0.203,25,104,13.1,0.579,0.316,22.9,112,15.3,94.7,http://www.basketball-reference.com/boxscores/201602060IND.html
0.517,0.261,17,114,4.7,0.551,0.148,17.5,110,10.1,89.2,http://www.basketball-reference.com/boxscores/201602060MEM.html
0.518,0.2,22.5,105,10.5,0.523,0.241,38.9,112,8.5,90,http://www.basketball-reference.com/boxscores/201602060MIN.html
0.493,0.303,23.7,98,17.9,0.531,0.21,32.5,103,13.4,91.9,http://www.basketball-reference.com/boxscores/201602060PHI.html
0.468,0.321,27,98,8.9,0.431,0.25,26.1,89,9.9,86.6,http://www.basketball-reference.com/boxscores/201602060PHO.html
0.453,0.279,26.5,102,7.6,0.489,0.227,31.3,106,9.2,90.8,http://www.basketball-reference.com/boxscores/201602060SAS.html
0.547,0.158,15.9,119,11.9,0.632,0.143,32.4,128,19.7,107.8,http://www.basketball-reference.com/boxscores/201602070BOS.html
0.512,0.21,14.9,100,5.9,0.44,0.241,27.1,93,12,93.1,http://www.basketball-reference.com/boxscores/201602070MIA.html
0.459,0.256,23.4,101,6.6,0.488,0.167,21.3,96,9.7,91.6,http://www.basketball-reference.com/boxscores/201602070NYK.html
0.456,0.121,34,94,14.1,0.5,0.129,20,96,16.6,95.3,http://www.basketball-reference.com/boxscores/201602070ORL.html
0.543,0.172,13.3,117,11.2,0.533,0.13,16.3,110,12.2,96.7,http://www.basketball-reference.com/boxscores/201602080ATL.html
0.517,0.122,27.9,104,11.1,0.574,0.148,21.1,105,14.6,93,http://www.basketball-reference.com/boxscores/201602080BRK.html
0.444,0.122,14.8,91,6.8,0.525,0.3,23.3,108,12.2,94,http://www.basketball-reference.com/boxscores/201602080CHO.html
0.494,0.232,16.3,100,15.2,0.564,0.149,25,120,12,102.5,http://www.basketball-reference.com/boxscores/201602080CLE.html
0.636,0.2,6.7,103,16.2,0.5,0.113,24.4,89,15.5,90.4,http://www.basketball-reference.com/boxscores/201602080DET.html
0.355,0.226,23.7,87,10.3,0.423,0.295,17.8,89,14.7,98.7,http://www.basketball-reference.com/boxscores/201602080IND.html
0.551,0.157,19,112,11.7,0.541,0.151,14.7,106,13.7,91.8,http://www.basketball-reference.com/boxscores/201602080MEM.html
0.536,0.124,18.8,116,3.6,0.457,0.346,25.6,102,11.1,96.8,http://www.basketball-reference.com/boxscores/201602080MIN.html
0.395,0.242,24.6,98,9.9,0.411,0.2,22.4,92,16.8,94.5,http://www.basketball-reference.com/boxscores/201602080PHI.html
0.582,0.271,34.1,122,12.5,0.514,0.425,27.3,106,15.9,95.2,http://www.basketball-reference.com/boxscores/201602080PHO.html
0.554,0.207,30.2,121,8.8,0.553,0.48,16.2,119,10.6,87.9,http://www.basketball-reference.com/boxscores/201602090DAL.html
0.5,0.264,27.1,110,10.5,0.532,0.245,31.8,123,10.2,98.9,http://www.basketball-reference.com/boxscores/201602090GSW.html
0.562,0.213,26.8,119,9.1,0.6,0.243,3,101,17.4,96.5,http://www.basketball-reference.com/boxscores/201602090MIA.html
0.524,0.274,32.5,111,16,0.551,0.17,26.2,112,12.5,97.6,http://www.basketball-reference.com/boxscores/201602090MIL.html
0.603,0.218,4.9,111,10.1,0.578,0.145,18.9,108,14.4,95.8,http://www.basketball-reference.com/boxscores/201602090NYK.html
0.588,0.4,20.5,134,11.6,0.563,0.337,18.6,139,8.2,99.7,http://www.basketball-reference.com/boxscores/201602100BOS.html
0.576,0.116,27,109,9.9,0.542,0.183,24.2,90,20.1,88.8,http://www.basketball-reference.com/boxscores/201602100BRK.html
0.55,0.156,24.4,113,11,0.471,0.105,23.9,90,16.5,96.1,http://www.basketball-reference.com/boxscores/201602100CHI.html
0.517,0.256,25,111,10.1,0.58,0.117,28.3,120,5.6,94.1,http://www.basketball-reference.com/boxscores/201602100CLE.html
0.506,0.229,18.6,103,11.4,0.489,0.068,15.2,92,13.3,96.2,http://www.basketball-reference.com/boxscores/201602100DET.html
0.586,0.172,27,117,12,0.457,0.12,25.5,95,10,95.1,http://www.basketball-reference.com/boxscores/201602100IND.html
0.512,0.279,25,112,5.7,0.487,0.566,29.3,117,6.6,91.8,http://www.basketball-reference.com/boxscores/201602100MIN.html
0.521,0.329,20.5,96,17,0.524,0.171,20,100,9,90.5,http://www.basketball-reference.com/boxscores/201602100NOP.html
0.472,0.157,22.9,98,12,0.451,0.154,28.3,96,13.3,95.8,http://www.basketball-reference.com/boxscores/201602100ORL.html
0.529,0.253,36.6,114,11.5,0.544,0.121,38.3,110,16.2,95.7,http://www.basketball-reference.com/boxscores/201602100PHI.html
0.494,0.27,16.7,112,11.3,0.473,0.172,19.2,104,14.9,106.7,http://www.basketball-reference.com/boxscores/201602100PHO.html
0.552,0.234,19.5,103,17.9,0.506,0.292,33.3,116,11.1,100.4,http://www.basketball-reference.com/boxscores/201602100POR.html
0.42,0.205,17.3,92,12.4,0.463,0.28,34.1,99,15.8,98.8,http://www.basketball-reference.com/boxscores/201602110MIL.html
0.449,0.182,14.6,95,6.6,0.593,0.221,27.3,121,15.8,99,http://www.basketball-reference.com/boxscores/201602110OKC.html
0.441,0.14,26.8,95,11.2,0.5,0.165,24.4,106,9.2,96.9,http://www.basketball-reference.com/boxscores/201602180CLE.html
0.446,0.145,11.9,86,14.3,0.577,0.192,22.2,105,17.2,96.3,http://www.basketball-reference.com/boxscores/201602180LAC.html
0.429,0.299,28.6,89,20.4,0.529,0.14,14.3,103,10.4,98.1,http://www.basketball-reference.com/boxscores/201602180WAS.html
0.545,0.216,22.7,115,12.2,0.563,0.149,18.2,111,18.5,103.4,http://www.basketball-reference.com/boxscores/201602190ATL.html
0.5,0.195,18.6,98,15.1,0.535,0.198,16.3,109,6.9,94.7,http://www.basketball-reference.com/boxscores/201602190BRK.html
0.46,0.284,22.4,106,7.2,0.554,0.14,24.4,116,8.1,97.9,http://www.basketball-reference.com/boxscores/201602190CHI.html
0.58,0.193,35.1,119,9.4,0.556,0.284,31.6,113,14,91.4,http://www.basketball-reference.com/boxscores/201602190LAL.html
0.487,0.413,26.2,104,18.4,0.53,0.268,26.2,109,12.9,95.2,http://www.basketball-reference.com/boxscores/201602190MEM.html
0.483,0.174,18.6,98,15.3,0.488,0.198,29.3,95,19.6,98.9,http://www.basketball-reference.com/boxscores/201602190MIL.html
0.605,0.289,8.8,114,17.9,0.549,0.395,27.5,121,14,101.6,http://www.basketball-reference.com/boxscores/201602190NOP.html
0.494,0.159,20.4,101,10.1,0.464,0.094,20.5,98,11.5,99.1,http://www.basketball-reference.com/boxscores/201602190OKC.html
0.522,0.124,10.9,104,15.7,0.466,0.147,26.4,110,9.9,95.9,http://www.basketball-reference.com/boxscores/201602190ORL.html
0.519,0.449,29.5,116,16.3,0.433,0.354,19.1,100,17,106.4,http://www.basketball-reference.com/boxscores/201602190PHO.html
0.457,0.228,25.9,105,16.1,0.624,0.165,19.5,137,10.8,108.7,http://www.basketball-reference.com/boxscores/201602190POR.html
0.511,0.2,19.1,110,15.1,0.554,0.289,16.7,116,18.5,109.2,http://www.basketball-reference.com/boxscores/201602190SAC.html
0.414,0.321,15.7,93,6.7,0.618,0.397,23.5,111,14.7,93.3,http://www.basketball-reference.com/boxscores/201602190UTA.html
0.47,0.11,13.3,86,11.8,0.506,0.244,18.6,98,9.1,91.6,http://www.basketball-reference.com/boxscores/201602190WAS.html
0.457,0.212,30.4,117,12.6,0.458,0.113,17.2,109,12.3,96.3,http://www.basketball-reference.com/boxscores/201602200ATL.html
0.579,0.244,15,115,13,0.516,0.16,31.3,112,12.1,98.9,http://www.basketball-reference.com/boxscores/201602200LAC.html
0.419,0.111,20,94,5.3,0.5,0.188,36.5,114,6.1,97.9,http://www.basketball-reference.com/boxscores/201602200MIA.html
0.536,0.169,31.4,103,15.1,0.458,0.214,14.9,95,6.9,92.5,http://www.basketball-reference.com/boxscores/201602200MIN.html
0.57,0.177,15.4,104,14.9,0.463,0.259,20.5,96,13.3,94.1,http://www.basketball-reference.com/boxscores/201602210BRK.html
0.5,0.237,36.2,115,6.1,0.639,0.316,22.9,126,8.1,91.3,http://www.basketball-reference.com/boxscores/201602210CHI.html
0.558,0.221,19,103,14.4,0.559,0.4,34.1,129,9,94,http://www.basketball-reference.com/boxscores/201602210DAL.html
0.536,0.175,33.3,121,13.8,0.507,0.37,15.4,101,21.4,104.2,http://www.basketball-reference.com/boxscores/201602210DEN.html
0.5,0.291,26.8,111,13.2,0.483,0.225,21.6,106,9.6,100.2,http://www.basketball-reference.com/boxscores/201602210DET.html
0.575,0.288,34.2,115,11.6,0.439,0.144,28,92,9.2,90.1,http://www.basketball-reference.com/boxscores/201602210OKC.html
0.555,0.171,12.8,105,18.7,0.456,0.209,22,102,11.9,104.9,http://www.basketball-reference.com/boxscores/201602210ORL.html
0.585,0.268,19.5,118,11,0.511,0.172,27.7,111,11.2,99.7,http://www.basketball-reference.com/boxscores/201602210PHO.html
0.547,0.198,32.4,111,10.3,0.5,0.278,46.9,115,10.1,91.4,http://www.basketball-reference.com/boxscores/201602210POR.html
0.388,0.342,20.8,85,12.6,0.451,0.309,20.9,98,11.3,92.9,http://www.basketball-reference.com/boxscores/201602210TOR.html
0.517,0.112,13.3,102,12.1,0.477,0.116,17.8,92,15.4,99.8,http://www.basketball-reference.com/boxscores/201602220ATL.html
0.513,0.175,14.6,96,12.7,0.481,0.152,11.9,88,16.7,95.1,http://www.basketball-reference.com/boxscores/201602220CLE.html
0.392,0.17,18.9,84,14.2,0.631,0.288,24.4,124,14.4,100.5,http://www.basketball-reference.com/boxscores/201602220LAC.html
0.418,0.174,13.2,93,10.4,0.39,0.23,34.5,101,10.9,95.5,http://www.basketball-reference.com/boxscores/201602220MIA.html
0.447,0.434,22.9,101,15.2,0.541,0.174,16.7,108,7.6,97.5,http://www.basketball-reference.com/boxscores/201602220MIL.html
0.535,0.139,21.7,122,9.2,0.566,0.361,34.9,124,14.5,103.9,http://www.basketball-reference.com/boxscores/201602220MIN.html
0.592,0.218,31.7,122,5.8,0.476,0.179,26.1,95,7.8,88.6,http://www.basketball-reference.com/boxscores/201602220NYK.html
0.56,0.253,15.8,114,14.4,0.46,0.18,21.4,110,9.9,105.4,http://www.basketball-reference.com/boxscores/201602230DEN.html
